0.04783000 -0.99655801 -0.03652800 0.000000
0.06678600 -0.93344098 -0.02508400 8.000000
0.02634500 -0.91838402 -0.05799800 16.000000
0.04359500 -0.87119699 -0.05326100 51.000000
0.06601900 -0.86443400 0.00328000 145.000000
0.04546600 -0.81845701 0.00439600 150.000000
0.07440400 -1.00508404 0.02077500 158.000000
0.06767300 -1.02308095 0.07411400 170.000000
0.07227600 -0.95780402 0.10337500 178.000000
0.05913700 -0.90121698 0.09770900 184.000000
0.06203600 -0.86481303 0.05547700 201.000000
0.04730100 -0.81965297 0.08756300 210.000000
0.02454900 -1.05207801 0.01321600 247.000000
0.02795600 -1.05207300 0.08662500 249.000000
0.05006400 -0.99778903 0.12649500 251.000000
-0.00033600 -0.85400200 0.10737600 302.000000
0.00325700 -0.98487097 -0.05671200 336.000000
0.08447500 -0.94439000 0.05291700 366.000000
0.00146000 -0.97840399 0.14679401 384.000000
0.01922500 -0.89985698 0.13061000 399.000000
0.01241200 -0.82279301 -0.03558600 461.000000
0.02863400 -0.76398802 -0.00336200 570.000000
0.07843000 -0.76176298 0.03323100 585.000000
0.07782100 -0.71534801 -0.01069800 589.000000
0.09132300 -0.65162498 -0.04744500 594.000000
0.10994600 -0.57438999 -0.07089900 598.000000
0.16664700 -0.67547399 -0.01076300 602.000000
0.15496600 -0.58594000 -0.02299000 610.000000
0.13021000 -0.48721901 -0.04016200 614.000000
0.16816600 -0.50951201 0.03539000 618.000000
0.36061701 -0.71455902 0.03868100 626.000000
0.15971699 -0.39109701 0.01960600 630.000000
0.22010000 -0.74354398 0.02786700 634.000000
0.17722200 -0.55807298 0.07579000 643.000000
0.13955900 -0.38125700 -0.03127900 656.000000
0.09736100 -0.52578902 -0.06753800 661.000000
0.10227700 -0.37403101 -0.06988300 664.000000
0.18336600 -0.63336402 0.01651500 672.000000
0.22870600 -0.63313502 0.09013400 680.000000
0.05845600 -0.57731700 -0.07969500 684.000000
0.03804600 -0.69220501 -0.03130800 698.000000
0.11614500 -0.70382398 0.16597199 706.000000
0.11443600 -0.77509499 0.06945700 711.000000
0.19655900 -0.64301097 0.13437700 712.000000
0.15771399 -0.38075101 0.07298900 720.000000
0.14032800 -0.52005601 0.13442899 722.000000
0.01550400 -0.67182797 0.16739500 726.000000
0.05158800 -0.71215302 0.16805200 732.000000
0.04952700 -0.76263201 0.14226399 745.000000
0.04097000 -0.58556199 0.17760199 749.000000
0.18731500 -0.59333599 0.11234300 758.000000
0.02142700 -0.49053600 0.15725100 765.000000
0.24869899 -0.66658300 0.04417800 771.000000
0.24691400 -0.67369300 0.13379100 773.000000
0.29684201 -0.65156603 0.07922900 778.000000
0.12900500 -0.38454500 0.11456600 796.000000
0.17138600 -0.24742401 0.06915700 807.000000
0.17501800 -0.23615800 0.01026600 822.000000
0.01342800 -0.79375601 0.11832100 827.000000
0.16482601 -0.34092799 0.04120900 830.000000
0.11732800 -0.11675700 0.14513800 832.000000
0.02461600 -0.12855600 0.15760000 836.000000
0.03400000 -0.24013600 0.17572799 840.000000
0.17522100 -0.06540900 -0.00022700 847.000000
0.17627200 -0.03729700 0.04149700 849.000000
0.14301400 -0.04651900 0.10390400 851.000000
0.08024400 -0.32255301 -0.09114100 855.000000
0.01778900 -0.31139600 -0.11443900 858.000000
0.02085400 -0.17151800 -0.09245200 862.000000
0.14310101 -0.24112700 -0.03673900 868.000000
0.15832999 -0.02016200 -0.03582300 873.000000
0.13114700 -0.05066800 -0.06652800 875.000000
0.00520200 -0.09437900 -0.04158400 878.000000
0.09227700 -0.52228999 0.15988301 891.000000
0.07721900 -0.05979400 0.12801300 897.000000
0.12706000 0.02001000 -0.06010400 906.000000
0.01353400 -0.02668500 -0.02997100 908.000000
0.06609400 -0.14664400 -0.07639200 913.000000
0.09183600 -0.19497800 -0.06298300 915.000000
0.04746100 -0.44336501 -0.10477800 921.000000
0.00594000 -0.06482200 0.08989700 933.000000
